Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
148203	17084	3069bpb0507	148203	3069bpt5.dat		Tile 1 x 2 with Groove with Black and Red 'Once upon a time...' and Gold Decorations Pattern	o	98	1	7	False		True	5014		
85857	1556	6636pb015	85857	6636p03.dat		Tile 1 x 6 with 'Solomon' Pattern - Set 21004	o	98	1	7	False		True	5014		
64890	84	2431pb043	64890	2431p27.dat		Tile 1 x 4 with Viking Snakes Pattern	o	98	1	7	False		True	5014		
3569	17084	3069bpx29	3569	3069bp16.dat		Tile 1 x 2 with Groove with 'POLICE' Red Line Pattern	o	98	1	7	False		True	5014		
131815	84	2431pb366	131815	2431p03.dat		Tile 1 x 4 with Wood Grain Medium Nougat Pattern	o	98	1	7	False		True	5014		
116628	84	2431pb290	116628	2431dm3.dat		Tile 1 x 4 with Wood Grain and Nails Pattern Type 4 (Sticker) - Set 9473	o	98	1	7	False		True	5014		
114411	84	2431pb263	114411	2431dm3.dat		Tile 1 x 4 with Wood Grain with Dark Tan Streak and 2 Screws Pattern (Sticker) - Set 79010	o	98	1	7	False		True	5014		
87	84	2431p51	87	2431p51.dat		Tile 1 x 4 with White Horizontal Stripes Pattern	o	98	1	7	False		True	5014		
141986	17084	3069bpb0436	141986	3069bpb436.dat		Tile 1 x 2 with Groove with Black and Yellow Danger Stripes Pattern	o	98	1	7	False		True	5014		
110131	84	2431pb243	110131	2431p01.dat		Tile 1 x 4 with Wood Grain and 4 Nails Pattern	o	98	1	7	False		True	5014		
156568	798	4162pb174	156568	4162p18.dat		Tile 1 x 8 with Black Dashed Line Pattern	o	98	1	7	False		True	5014		
161142	17084	3069bpb0630	161142	3069bpb630.dat		Tile 1 x 2 with Groove with 4 Aquaman Logo and Lines Pattern	o	98	1	7	False		True	5014		
161143	84	2431pb501	161143	2431pb501.dat		Tile 1 x 4 with The Flash Logo Pattern	o	98	1	7	False		True	5014		
161046	90265	87079pb465	161046	87079pb465.dat		Tile 2 x 4 with '60 years' Pattern	o	98	1	7	False		True	5014		
85859	1556	6636pb017	85859	6636p05.dat		Tile 1 x 6 with 'Museum' Pattern - Set 21004	o	98	1	7	False		True	5014		
161277	105246	98138pb081	161277	98138pb081.dat		Tile, Round 1 x 1 with Dark Brown and Dark Tan Rectangles and Squares Pattern	o	98	3	8	False		True	5015		
161274	117858	30350bpb060	161274	30350bpb060.dat		Tile, Modified 2 x 3 with 2 Clips with Minecraft Melon Pattern	o	98	2	9	False		True	5016		
149120	798	4162pb156	149120	4162p0f.dat		Tile 1 x 8 with Thick Black Stripe Pattern	o	98	1	7	False		true	5014		
161341	84	2431pb502	161341	2431pt3.dat		Tile 1 x 4 with Silver 'MACK' on Black Background Pattern	o	98	1	7	False		True	5014		
161342	166937	63864pb066	161342	63864pb066.dat		Tile 1 x 3 with Black Truck Grille Frame Pattern	o	98	1	7	False		True	5014		
161275	117858	30350bpb061	161275	30350bpb061.dat		Tile, Modified 2 x 3 with 2 Clips with Minecraft Chicken Pattern	o	98	2	9	False		True	5016		
116643	84	2431pb297	116643	2431dma.dat		Tile 1 x 4 with Brick Outline Pattern (Sticker) - Set 9473	o	98	1	7	False		True	5014		
3510	84	2431px4	3510	2431pa0.dat		Tile 1 x 4 with Hieroglyphs and Minifigure Pattern	o	98	1	7	False		True	5014		
102758	84	2431pb170	102758	2431dq1.dat		Tile 1 x 4 with Rope Pattern (Sticker) - Set 7325	o	98	1	7	False		true	5014		
116642	84	2431pb296	116642	2431dm9.dat		Tile 1 x 4 with Bricks and Large Cracks Pattern (Sticker) - Set 9473	o	98	1	7	False		True	5014		
153549	84	2431pb457	153549	2431pz0.dat		Tile 1 x 4 with Black Utility Belt Pattern	o	98	1	7	False		True	5014		
116632	84	2431pb294	116632	2431dm7.dat		Tile 1 x 4 with Bricks and Cracks Pattern Type 4 (Sticker) - Set 9473	o	98	1	7	False		True	5014		
160254	105246	98138pb080	160254	98138pb6.dat		Tile, Round 1 x 1 with Lemon Slice Pattern	o	98	3	8	False		True	5015		
161265	17085	3068bpb1135	161265	3068bp35.dat		Tile 2 x 2 with Groove with Map Heartlake Park Pattern	o	98	1	7	False		True	5014		
3550	17084	3069bpa2	3550	3069bpa2.dat		Tile 1 x 2 with Groove with Copper and White Circuitry, Red Rectangle and 4 Squares Pattern	o	98	1	7	False		True	5014		
47764	17084	3069bpb0038	47764	3069bph1.dat		Tile 1 x 2 with Groove with Chocolate Bar Pattern	o	98	1	7	False		True	5014		
111787	17084	3069bpb0228	111787	3069bpt2.dat		Tile 1 x 2 with Groove with Silver '.com' Pattern	o	98	1	7	False		True	5014		
483	17084	3069p30	483	3069bp50.dat		Tile 1 x 2 with Groove with Controls Pattern	o	98	1	7	False		True	5014		
1030	17084	3069bpx23	1030	3069bpa0.dat		Tile 1 x 2 with Groove with Car Gauges Pattern	o	98	1	7	False		True	5014		
142265	17084	3069bpb0440	142265	3069bpb440.dat		Tile 1 x 2 with Groove with Candy Bar Chocolate Blocks and Gold Bow Pattern	o	98	1	7	False		True	5014		
153565	17084	3069bpb0558	153565	3069bpz1.dat		Tile 1 x 2 with Groove with Silver Rectangles and Medium Azure Trapezoid Pattern [Black Widow Cuff]	o	98	1	7	False		True	5014		
153521	17084	3069bpb0555	153521	3069bpm0.dat		Tile 1 x 2 with Groove with Black Goblin Eye and 2 Silver Sparkling Crystals on Yellowish Green Parchment Pattern	o	98	1	7	False		True	5014		
473	17084	3069bp05	473	3069bp05.dat		Tile 1 x 2 with Groove with Black Grille Pattern	o	98	1	7	False		True	5014		
70400	17084	3069bpx63	70400	3069bd01.dat		Tile 1 x 2 with Groove with Black Oval Pattern (Sticker) - Sets 4547 / 10002	o	98	1	7	False		True	5014		
153564	17084	3069bpb0557	153564	3069bpz0.dat		Tile 1 x 2 with Groove with Black Folds and Small Medium Azure and White Circles on Silver Pattern	o	98	1	7	False		True	5014		
144020	17084	3069bpb0461l	144020	3069bpi.dat		Tile 1 x 2 with Groove with Black Thick Stripe on Yellow Background Pattern Model Left Side	o	98	1	7	False		True	5014		
119121	17084	3069bpb0279	119121	3069bpc8.dat		Tile 1 x 2 with Groove with Smartphone with Phone, Mail, Speech Bubble, Star, Flower, Note, Play Button and Sound Level Pattern	o	98	1	7	False		True	5014		
54638	17084	3069bpx69	54638	3069bpf3.dat		Tile 1 x 2 with Groove with Scala Two Red Hearts Pattern - Set 4306	o	98	1	7	False		True	5014		
3563	17084	3069bpx32	3563	3069bp51.dat		Tile 1 x 2 with Groove with Silver, Orange, Yellow Circuitry & Display Pattern	o	98	1	7	False		True	5014		
3575	17084	3069bpx25	3575	3069bp54.dat		Tile 1 x 2 with Groove with Silver, Orange, Yellow, Black Circuitry Pattern	o	98	1	7	False		True	5014		
69994	119785	4150pb032	69994	4150pb032.dat		Tile, Round 2 x 2 with Scala Flower Pattern	o	98	3	8	False		True	5015		
49633	9081	3070bpb012	49633	3070bptd.dat		Tile 1 x 1 with Groove with Letter Capital D Pattern	o	98	1	7	False		True	5014		
3557	17084	3069bpx9	3557	3069bpc2.dat		Tile 1 x 2 with Groove with Gauge and 23 Pattern	o	98	1	7	False		True	5014		
3556	17084	3069bpx26	3556	3069bpap.dat		Tile 1 x 2 with Groove with Blue Boxes and Bubbles Pattern	o	98	1	7	False		True	5014		
156263	17084	3069bpb0589	156263	3069bpz2.dat		Tile 1 x 2 with Groove with Dark Red Waves Pattern	o	98	1	7	False		True	5014		
3559	17084	3069bpx15	3559	3069bp0a.dat		Tile 1 x 2 with Groove with Diagonal Partial Stripes White Pattern	o	98	1	7	False		True	5014		
157261	84	2431pb480	157261	2431pb480.dat		Tile 1 x 4 with 5 Red Stripes Pattern (Sticker) - Set 9493	o	98	1	7	False		True	5014		
123901	105246	98138pb016	123901	98138pa2.dat		Tile, Round 1 x 1 with Eye Crocodile Pattern	o	98	3	8	False		True	5015		
86947	17085	3068bpb0194	86947	3068bpb0194.dat		Tile 2 x 2 with Groove with 3 Black Dots and Mummy Head Pattern	o	98	1	7	False		True	5014		
47069	17081	3068pb41	47069	3068ap02.dat		Tile 2 x 2 with Black Train Track Switch Point Left and Number 2 Pattern	o	98	1	7	False		True	5014		
66648	17085	3068bpb0134	66648	3068bpb0134.dat		Tile 2 x 2 with Groove with Black Trident Pattern (Aquaraiders II Logo)	o	98	1	7	False		True	5014		
3509	84	2431px2	3509	2431ps1.dat		Tile 1 x 4 with Black, Silver, Copper Circuitry Pattern	o	98	1	7	False		True	5014		
138493	17085	3068bpb0683	138493	3068bp0d.dat		Tile 2 x 2 with Groove with Black Dot and White 'E' in Red Circle Pattern	o	98	1	7	False		True	5014		
469	17085	3068bp16	469	3068bp16.dat		Tile 2 x 2 with Groove with Black Circle Large Pattern	o	98	1	7	False		True	5014		
62174	17085	3068bpb0116	62174	3068bp00.dat		Tile 2 x 2 with Groove with Arrow Thin Yellow without Black Border Pattern	o	98	1	7	False		True	5014		
58986	17085	3068bpb0042	58986	3068bpb0042.dat		Tile 2 x 2 with Groove with Blue -V- and Red Lines Pattern (Sticker) - Set 6346	o	98	1	7	False		True	5014		
3544	17085	3068bpx30	3544	3068bp84.dat		Tile 2 x 2 with Groove with 'X-RAY' Pattern	o	98	1	7	False		True	5014		
86946	17085	3068bpb0193	86946	3068bpb0193.dat		Tile 2 x 2 with Groove with 2 Black Dots and Black Triangle Pattern	o	98	1	7	False		True	5014		
150103	119785	14769pb155	150103	14769px0.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Green and Red Clock with White Face and Blue Hands Pattern	o	98	3	8	False		True	5015		
121832	119785	14769pb003	121832	14769p06.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Grille Fine Mesh Pattern	o	98	3	8	False		True	5015		
47068	17081	3068pb40	47068	3068ap01.dat		Tile 2 x 2 with Black Train Track Switch Point Right and Number 1 Pattern	o	98	1	7	False		True	5014		
127984	119785	14769pb011	127984	14769p07.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Pizza Pattern	o	98	3	8	False		True	5015		
143663	119785	14769pb093	143663	14769p08.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Green Foliage and White Spots Pattern	o	98	3	8	False		True	5015		
49660	9081	3070bpb039	49660	3070bpud.dat		Tile 1 x 1 with Groove with Letter Ö Pattern	o	98	1	7	False		True	5014		
482	17084	3069bp25	482	3069bp25.dat		Tile 1 x 2 with Groove with Red and Black Buttons Computer Pattern	o	98	1	7	False		True	5014		
3565	17084	3069px5	3565	3069bp08.dat		Tile 1 x 2 with Groove with Clock Digital Pattern - '12:01' or '10:21'	o	98	1	7	False		True	5014		
108609	17084	3069bpb0205	108609	3069bd03.dat		Tile 1 x 2 with Groove with Blue Lines and White 'POLICE' with Red Outline Pattern (Sticker) - Set 8301	o	98	1	7	False		True	5014		
1209	17084	3069bp61	1209	3069bp61.dat		Tile 1 x 2 with Groove with Blue and Yellow Controls Pattern (Ice Planet)	o	98	1	7	False		True	5014		
155521	90265	87079pb405l	155521	87079pb405l.dat		Tile 2 x 4 with 'ADLER PLASTIC', '51' and 'nordmeccanica group' Pattern Model Left Side (Sticker) - Set 75908	o	98	1	7	False		True	5014		
145619	105246	98138pb051	145619	98138p82.dat		Tile, Round 1 x 1 with Cookie Light Aqua Frosting Pattern	o	98	3	8	False		True	5015		
129686	17084	3069bpb0344	129686	3069bpc7.dat		Tile 1 x 2 with Groove with Computer Gamepad Pattern	o	98	1	7	False		True	5014		
136071	119785	14769pb050	136071	14769p81.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Vinyl Record with Magenta Center and Star Pattern	o	98	3	8	False		True	5015		
476	17084	3069bp09	476	3069bp09.dat		Tile 1 x 2 with Groove with Danger Chevrons Red Pattern	o	98	1	7	False		True	5014		
1248	17084	3069bp80	1248	3069bp80.dat		Tile 1 x 2 with Groove with Computer Keyboard Simple Pattern	o	98	1	7	False		True	5014		
42773	17084	3069bpb0030	42773	3069bpb030.dat		Tile 1 x 2 with Groove with Computer Keyboard Standard Pattern	o	98	1	7	False		True	5014		
3529	17084	3069bpx17	3529	3069bp53.dat		Tile 1 x 2 with Groove with Copper and Silver Elliptical Display Pattern	o	98	1	7	False		True	5014		
144021	17084	3069bpb0461r	144021	3069bph.dat		Tile 1 x 2 with Groove with Black Thick Stripe on Yellow Background Pattern Model Right Side	o	98	1	7	False		True	5014		
145677	105246	98138pb052	145677	98138p83.dat		Tile, Round 1 x 1 with 'LIGHT' on Red Half and Angry Eyes Pattern	o	98	3	8	False		True	5015		
147962	105246	98138pb056	147962	98138pb3.dat		Tile, Round 1 x 1 with Black Eye on Yellow Background Pattern	o	98	3	8	False		True	5015		
156740	105246	98138pb076	156740	98138p0o.dat		Tile, Round 1 x 1 with 2 Black Dots Pattern	o	98	3	8	False		True	5015		
150107	105246	98138pb063	150107	98138px3.dat		Tile, Round 1 x 1 with Blue and Medium Lavender Pinwheel Pattern	o	98	3	8	False		True	5015		
107829	105246	98138pb007	107829	98138p07.dat		Tile, Round 1 x 1 with Black Eye with Pupil Pattern	o	98	3	8	False		True	5015		
3551	17084	3069bpx12	3551	3069bp55.dat		Tile 1 x 2 with Groove with LoM Elliptical Display Pattern	o	98	1	7	False		True	5014		
151777	105246	98138pb066	151777	98138p0k.dat		Tile, Round 1 x 1 with Black Eye Squinting with Pupil in Corner Pattern	o	98	3	8	False		True	5015		
131770	105246	98138pb025	131770	98138p84.dat		Tile, Round 1 x 1 with Ammonite Fossil Pattern	o	98	3	8	False		true	5015		
150106	105246	98138pb062	150106	98138px1.dat		Tile, Round 1 x 1 with Concentric Blue and Dark Pink Circles Pattern	o	98	3	8	False		True	5015		
153524	105246	98138pb070	153524	98138p86.dat		Tile, Round 1 x 1 with Acorn Pattern	o	98	3	8	False		True	5015		
131986	105246	98138pb027	131986	98138p0b.dat		Tile, Round 1 x 1 with Black Eye with Pupil Partially Closed Pattern	o	98	3	8	False		True	5015		
131999	105246	98138pb026	131999	98138p0p.dat		Tile, Round 1 x 1 with Bright Pink, Dark Pink and Magenta Faceted Jewel Pattern	o	98	3	8	False		True	5015		
146774	105246	98138pb055	146774	98138p87.dat		Tile, Round 1 x 1 with White Animal Paw Print on Dark Brown Background Pattern	o	98	3	8	False		True	5015		
146496	105246	98138pb054	146496	98138pt0.dat		Tile, Round 1 x 1 with 'RS' Pattern	o	98	3	8	False		True	5015		
143996	105246	98138pb043	143996	98138p0f.dat		Tile, Round 1 x 1 with Black Dot and Circle Pattern	o	98	3	8	False		True	5015		
132220	105246	98138pb028	132220	98138p0c.dat		Tile, Round 1 x 1 with Black Eye Closed with Eyelashes Pattern	o	98	3	8	False		True	5015		
69998	17084	3069bpb0100	69998	3069bpf4.dat		Tile 1 x 2 with Groove with Scala Flower Pattern	o	98	1	7	False		True	5014		
3548	42750	3070bpb002	3548	3070p1k.dat		Tile 1 x 1 with Groove with TV Globe Logo Pattern	o	98	1	7	False		True	5014		
11580	9081	3070bpb004	11580	3070bps0.dat		Tile 1 x 1 with Groove with Watto's Screen Pattern	o	98	1	7	False		True	5014		
143186	9081	3070bpb097	143186	3070bpb097.dat		Tile 1 x 1 with Groove with Yellow King Symbol on Orange Pentagonal Shield Pattern	o	98	1	7	False		True	5014		
3520	17085	3068bpx14	3520	3068bpa1.dat		Tile 2 x 2 with Groove with Silver and Copper Circular Pattern	o	98	1	7	False		True	5014		
141739	9081	3070bpb092	141739	3070bpb092.dat		Tile 1 x 1 with Groove with White Horse Head on Sand Blue Pentagonal Shield Pattern	o	98	1	7	False		True	5014		
69995	9081	3070bpb043	69995	3070bpf4.dat		Tile 1 x 1 with Groove with Yellow Heart Pattern	o	98	1	7	False		True	5014		
3547	9081	3070px2	3547	3070bps2.dat		Tile 1 x 1 with White Lines and Dots Pattern	o	98	1	7	False		True	5014		
141341	9081	3070bpb090	141341	3070bpb090.dat		Tile 1 x 1 with Groove with Black and Dark Bluish Gray SW Rebel Alliance Jet Pack Pattern	o	98	1	7	False		True	5014		
145199	9081	3070bpb103	145199	3070bp00.dat		Tile 1 x 1 with Groove with White Square Pattern	o	98	1	7	False		true	5014		
3549	9081	3070bp07	3549	3070bp07.dat		Tile 1 x 1 with Groove with White and Red Gauge, Black Thick Needle, 4 Screw Heads Pattern	o	98	1	7	False		True	5014		
131790	17084	3069bpb0348	131790	3069bpb348.dat		Tile 1 x 2 with Groove with Light Blue 'RADIO' and Silver Buttons Pattern	o	98	1	7	False		True	5014		
9476	17084	3069bpb0005	9476	3069bph0.dat		Tile 1 x 2 with Groove with HP Money Purse and Coins Pattern	o	98	1	7	False		True	5014		
75886	1471	6179pb009	75886	6179d01.dat		Tile, Modified 4 x 4 with Studs on Edge with Batman Logo Pattern (Sticker) - Set 7782	o	98	2	9	False		True	5016		
136036	17084	3069bpb0382	136036	3069bpb382.dat		Tile 1 x 2 with Groove with Lighthouse, Sailboat and 'I Heart HLC' Pattern	o	98	1	7	False		True	5014		
126841	105246	98138pb023	126841	98138p0i.dat		Tile, Round 1 x 1 with Black Number 5 Coin Pattern	o	98	3	8	False		True	5015		
118714	105246	98138pb012	118714	98138p08.dat		Tile, Round 1 x 1 with Black and Silver Padlock Pattern	o	98	3	8	False		True	5015		
106314	17084	3069bpb0175	106314	3069bpc6.dat		Tile 1 x 2 with Groove with Magenta and White Cell Phone / Music Player Pattern	o	98	1	7	False		True	5014		
151554	105246	98138pb065	151554	98138pb4.dat		Tile, Round 1 x 1 with Black Bat Batman Logo Pattern	o	98	3	8	False		True	5015		
3571	17084	3069bpx34	3571	3069bp0b.dat		Tile 1 x 2 with Groove with Hand Print and Cowboy Pattern	o	98	1	7	False		True	5014		
142336	17084	3069bpb0442	142336	3069bpb442.dat		Tile 1 x 2 with Groove with Hand-Held Videogame and Pixelated Alien Pattern	o	98	1	7	False		True	5014		
125118	105246	98138pb019	125118	98138ps4.dat		Tile, Round 1 x 1 with Circles and Triangles Pattern	o	98	3	8	False		True	5015		
150105	105246	98138pb061	150105	98138px0.dat		Tile, Round 1 x 1 with Concentric Orange Circles Pattern	o	98	3	8	False		True	5015		
144355	105246	98138pb045	144355	98138pc2.dat		Tile, Round 1 x 1 with Dark Blue Compass Rose and Red Needle Pattern	o	98	3	8	False		True	5015		
148204	105246	98138pb057	148204	98138p0m.dat		Tile, Round 1 x 1 with Dark Orange Circle, White Spots and Dark Red Spot Pattern	o	98	3	8	False		True	5015		
146776	146775	25269pb001	146776	25269pb001.dat		Tile, Round 1 x 1 Quarter with Lattice Pie Pattern	o	98	3	8	False		True	5015		
58811	17084	3069bpb0057	58811	3069bpb057.dat		Tile 1 x 2 with Groove with Headlight Light Gray Pattern (Sticker) - Set 8858-1	o	98	1	7	False		True	5014		
44942	17084	3069bpb0034	44942	3069bps7.dat		Tile 1 x 2 with Groove with Diagonal Stripes Red Pattern	o	98	1	7	False		True	5014		
146777	146775	25269pb002	146777	25269pb002.dat		Tile, Round 1 x 1 Quarter with Red Watermelon Pattern	o	98	3	8	False		True	5015		
1029	17084	3069bp03	1029	3069bp03.dat		Tile 1 x 2 with Groove with Dynamite Pattern	o	98	1	7	False		True	5014		
150102	119785	14769pb154	150102	14769px1.dat		Tile, Round 2 x 2 with Bottom Stud Holder with Red and Dark Pink Pinwheel Pattern	o	98	3	8	False		True	5015		
70004	9081	3070bpb048	70004	3070bpf6.dat		Tile 1 x 1 with Groove with Purple Top and White Circle Pattern	o	98	1	7	False		True	5014		
147334	9081	3070bpb105	147334	3070bpb105.dat		Tile 1 x 1 with Groove with Red Dragon Head on Silver Pentagonal Shield Pattern	o	98	1	7	False		True	5014		
488	9081	3070bp06	488	3070bp06.dat		Tile 1 x 1 with Groove with Red and Black Buttons Pattern	o	98	1	7	False		True	5014		
1251	17085	3068bpb0018	1251	3068bpt0.dat		Tile 2 x 2 with Groove with Octan Logo Pattern	o	98	1	7	False		True	5014		
10616	17084	3069bps2	10616	3069bps6.dat		Tile 1 x 2 with Groove with Avionics SW Copper, Red & Silver Pattern	o	98	1	7	False		True	5014		
481	17084	3069bp21	481	3069bp21.dat		Tile 1 x 2 with Groove with Arrow Short Yellow without Black Border Pattern	o	98	1	7	False		True	5014		
38757	17084	3069bpb0014	38757	3069bp00.dat		Tile 1 x 2 with Groove with Bed Pattern - Set 7815	o	98	1	7	False		True	5014		
39203	9081	3070bps1	39203	3070bps1.dat		Tile 1 x 1 with Groove with Red and Gray Mini Snowspeeder Pattern	o	98	1	7	False		True	5014		
113433	798	4162pb086	113433	4162p0h.dat		Tile 1 x 8 with 'LOM Moulding' Pattern	o	98	1	7	False		True	5014		
54279	17081	3068bpb0081	54279	3068bpfl.dat		Tile 2 x 2 with Groove with Purple Top Pattern	o	98	1	7	False		True	5014		
102422	798	4162pb062	102422	4162p05.dat		Tile 1 x 8 with 'Burj Khalifa' Pattern	o	98	1	7	False		True	5014		
87023	798	4162pb023	87023	4162p03.dat		Tile 1 x 8 with 'Fallingwater' Pattern	o	98	1	7	False		True	5014		
11088	17085	3068bpb0051	11088	3068bpb0051.dat		Tile 2 x 2 with Groove with Butterfly Pattern	o	98	1	7	False		True	5014		
479	17084	3069bp13	479	3069bp13.dat		Tile 1 x 2 with Groove with Arrow Short Yellow with Black Border Pattern	o	98	1	7	False		True	5014		
480	17084	3069bp15	480	3069bp15.dat		Tile 1 x 2 with Groove with Arrow Short Red with Silver Border Pattern	o	98	1	7	False		True	5014		
44949	17084	3069bpb0035	44949	3069bpc4.dat		Tile 1 x 2 with Groove with Avionics Black and Green Pattern	o	98	1	7	False		True	5014		
54278	17081	3068bpb0085	54278	3068bpfm.dat		Tile 2 x 2 with Groove with Purple Quarter Ring on Light Violet Background Pattern	o	98	1	7	False		True	5014		
123897	17084	3069bpb0294	123897	3069bpb294.dat		Tile 1 x 2 with Groove with Amber Eyes Pattern	o	98	1	7	False		True	5014		
44190	17085	3068bpb0021	44190	3068bp72.dat		Tile 2 x 2 with Groove with Computer Monitor Pattern 1, without Power Switch Icon	o	98	1	7	False		True	5014		
51458	17085	3068bpb0062	51458	3068bp73.dat		Tile 2 x 2 with Groove with Computer Monitor Pattern 1, with Black Power Switch Icon	o	98	1	7	False		True	5014		
117105	17084	3069bpb0049	117105	3069bp0e.dat		Tile 1 x 2 with Groove with Bedroll Dark Bluish Gray Pattern	o	98	1	7	False		True	5014		
54567	17085	3068bpb0086	54567	3068bps4.dat		Tile 2 x 2 with Groove with Dark Green Solid Arch Pattern	o	98	1	7	False		True	5014		
46389	17085	3068bpb0025	46389	3068bpb0025.dat		Tile 2 x 2 with Groove with Dark Pink Square Pattern	o	98	1	7	False		True	5014		
130940	17085	3068bpb0893	130940	3068bpx1.dat		Tile 2 x 2 with Groove with Dark Brown Minecraft Crafting Table Grid Pattern	o	98	1	7	False		True	5014		
